Name,cF17,cF3,cF29,cF36,cF8,cF41,cF38,cF19,cF31,cF14,cF27,cF4,cF22,cF40,cF9,cF33,cF16,cF2,cF26,cF11,cF20,cF5,cF30,cF15,cF39,cF7,cF13,cF34,cF18,cF10,cF28,cF21,cF44,cF12,cF35,cF24,cF6
Feature 08105,1375264.776,294721991.1,47848109.12,170963885,1845187.233,176768739.9,37020206.11,122025.134,17298575.33,22619040.98,7000653.443,38453621.15,56258215.71,2417218763,1270743.057,3287921.464,32213242.01,4067052518,6257743.56,109896306.5,15922112.08,56729622.28,530962.7816,492566.1591,229381708.5,1353945355,112431312.8,39772208.16,1747295021,829284315.1,131536318.3,3352355857,111667817.7,1091873.889,6290124.128,25785085.77,7956956918
Feature 08106,179345.2706,1858274.579,1436784.063,10943654.81,379011.6485,2344365.039,953738.6493,121108.528,227132.459,1252295.76,164986.5826,788300.3581,4274969.326,8625315.205,1414596.343,105428427.6,535304.1402,11811647.56,52788344.09,8098484.131,108473.8143,3594094.166,1899765.116,3622003.849,1624014.271,971539.036,435752.7701,1336549.001,4367669.214,2290700.859,630867.4568,38662890.1,5851443.5,376186.2748,31035002.65,919176.6843,38440457.48
Feature 08107,16180944.31,1239663244,575539608.1,2062884223,25462596.53,2151212741,373266169.7,879706.2697,252658582.6,289539727.5,85139107.04,438449053.5,819682044.7,13801609027,161038391.5,384133791.2,460353301.9,28896249030,262299511.2,1490461981,202953530.8,392438427,6970149.718,7919606.673,3855114263,14073855513,1855426870,1333758957,9078087617,7142000381,2160596785,37837537419,1299962172,9507530.95,41230883.39,308651682.4,55334323408
Feature 08108,1357228.256,289876171.9,47603122.85,171877396,1872121.835,177891778.3,32012708.89,112327.5532,17074330.51,22681086.75,6614593.954,40611947.08,64107166.45,2627656084,1015396.957,3507939.777,36189240.42,3483568632,8658272.498,128085914.8,16948108.76,70984257.95,562117.6644,777408.8539,341130462.9,1230145479,175209191.4,121814003.6,1581724256,1354825539,203449091.8,3034960306,82772223.97,714360.8677,5728881.928,24387263.28,8033626173
Feature 08110,2554713.119,138096853.7,55357550.52,101372280.7,592945.9173,180546339.3,11383104.44,391226.4494,9155224.736,251125434.9,8228118.944,39757573.62,223762217.1,343619597.9,6365621.079,318250614.2,45564844.34,1124665387,84358694.42,184052192.2,72727141.42,38587819.07,3046250.488,4507499.307,138415892.3,165955661.4,21237374.1,87718128.82,210497305.2,582871762.9,103615502.2,2049875137,681000819.9,3934011.293,145191755.7,24018751.01,5550850554
Feature 08111,12858464.61,1105556534,832246932.9,1411899045,18941712.14,2923171577,400715699.2,480804.851,143591847.6,216802021.8,46245385.15,429263108.9,381124526.3,25515735742,11111378.29,50610697.19,350950445.5,41554345178,46346679.37,2125707525,158370983.7,295043465.3,5520715.32,4901052.632,1352410986,5387255837,629908631.6,448121162.3,9528922760,10517539165,746874060.9,29903245949,691546114.1,5958289.411,30823495.7,391165495.8,52650137311
Feature 08114,3278775.461,276117224.8,120284639.1,331307126.1,4896365.959,425531584.6,93833800.65,79195.31299,35641838.55,43689289.47,11971106.06,110055742.9,131307086.7,2803557584,1810945.504,41401068.5,86021483.14,3677226886,24964855.99,286574582.7,41354913.26,74982208.34,1557214.715,1688120.372,333363726.7,1328398775,176136135,110920431.4,2306525353,1304029150,186417958.9,7032605532,203387394.7,1325815.368,10715566.53,61547562.19,12980549397
Feature 08115,12017926.75,920968230.8,775396751.7,1311038471,17504073.5,2685716880,400633566.7,457518.0909,134925709.1,200925394.9,41899928.1,389258909.3,377503619.1,22870161236,11437298.58,45510774.41,309881830.3,41217063663,40379203,1846738828,138090572.2,247462784.6,4543005.976,3876735.227,1058888421,14142876053,454707277.1,336561581,9046224634,7795200118,547055376.8,29050016617,675826412.2,5817214.919,29908973.07,370188818,48724983622
Feature 08116,3154287.177,264013217,115314119.8,318794708.3,4667715.386,403474780.8,98658220.37,82197.91318,34455296.72,41760464.93,10926741.75,103345411.8,123413514.5,2572874510,1880742.185,37639538.79,79209483.45,4111526280,22088211.58,270454723.3,37682633.35,66068709.95,1282568.037,1427064.435,270119594.2,1311455691,120215541.3,157716148,2269413268,1050557047,168101039.4,8261422369,201769100.5,1324558.551,10877824.66,59882177.34,12295435502
Feature 08117,3738150.799,337080428.5,239849373,379546805.2,5508967.643,513993426.8,108978805.6,172726.3891,42249736.52,60564074.02,12871315.78,125128213.7,115827922.6,7784107687,2521166.511,98014609.41,105454105.1,10918694607,13221363.01,607567031,44509637.61,93972392.31,1789786.516,1584455.615,439297944.9,3945318990,471029953.7,163199195.3,2309888504,1811586124,253602736.1,8233789947,176272786.6,1541347.603,10961980.23,107016901.8,14827065079
Feature 08118,12599152.02,1081415272,814445299.2,1377928376,18478908.83,2845279574,402831021,477050.4518,140998160.3,211750956.3,45242728.76,415759642.1,369599182.5,24603844039,11302367.99,48574252.51,336523817.7,41658170250,44217144.48,2025895367,151150907.3,277568081.4,5158309.725,4530396.484,1241654898,5370208257,571348951.1,405212087,9477318951,9462927599,670495613.2,29739325743,689413278.8,5938292.383,30650058.95,385412904.9,51381264825
Feature 08119,3247703.747,272690013.9,118946719.5,326750568.6,4827898.974,418485797.9,95081579.25,124073.1278,35385968.05,111707202.4,11839580.75,107709482.8,128542284.2,2729734014,1828103.355,39875816.75,83369437.85,3692842481,23973744.37,275813772.6,39873669.38,71153787.01,1472687.399,1577773.777,308308536.4,1333313753,160629020.5,101907406.1,2311164923,1191151029,169320936.2,7055187666,60294993.81,1338444.604,157334.4469,61307277.61,12757641350
Feature 08121,4738016.702,491946764.6,87834717.71,334581380.1,5854537.871,338475836.3,181217502.1,3108965.145,116457430.9,186427559,36905949.84,61361704.89,668388884.7,1446833239,68148082.39,35142607.52,42606583.95,2086429573,34013056.28,149757855.6,88449110.85,34342944.69,2559128.422,1251985.44,217640641.1,1656204848,47306451.61,43683412.69,2087600495,396688772.6,113843741.6,5395946947,745714655.4,10882653.22,195103874.5,69715544.29,7699752074
Feature 08122,356042.8858,5934356.395,767011.2576,8433755.016,480010.02,366030.5738,253771.3211,13903.68145,4568677.885,265949.4601,1229835.823,1795803.664,24763450.02,16578738.98,14856468.87,31744643.1,932777.9402,114590181.4,326401.6253,1906512.095,9501002.737,1726736.19,181039.9452,16952.37393,2065884.33,3879104.869,74593.91974,243334.392,24125203.03,2309677.371,272236.9778,150592312.6,100040824.7,429570.1556,42972366.84,1167727.24,69889987.64
Feature 08123,75638.74263,23417418,2145078.033,12659180.12,165209.4523,15174131.19,1076166.525,34977.68338,880265.9253,2468610.515,249996.8231,2442303.133,3193900.773,91546935.91,544304.836,3835000.731,2614673.664,19348294.93,1370181.28,9078081.882,787738.7929,2761522.314,24746.12953,122317.015,8630344.95,8767291.831,3088803.699,4231484.103,19553008.69,41789568.77,4839388.911,26221448.98,10684738.72,119562.8801,89939360.78,1716927.085,331101120.5
Feature 08125,1950790.645,52496525.36,25073772.41,111384781.6,2444316.388,67645587.25,51623931.26,2307509.938,48590218.08,61331181.02,15012571.79,23545831.95,224070742.5,582753104.9,18325950.51,34068822.6,13844047.56,163278279.8,35311685.1,43037044.13,27541702.24,11882763.19,2069129.75,941943.0702,46469670.73,152337978.9,20678844.64,17875478.2,306611981.2,108813447.6,16492375.44,1042836584,469435510.2,5874556.408,110560702.8,26642832.58,1213917680
Feature 08126,1504644.216,80715278.34,16643425.69,59173507.87,1223682.675,83864108.89,27434015.42,127580.6125,8106166.554,15018819.39,2614632.968,12846200.06,16581834.72,418728749.2,3143540.516,2391401.985,12159196.51,439850215.5,5348915.942,38580589.85,3625907.481,12671361.28,114198.1324,149377.3137,37512635.14,166382544.7,16069946.15,15687244.3,173675363.3,153927856.8,20586289.53,746148725.9,33305562.16,880708.0667,4999684.715,12482637.04,1192082369
Feature 08129,28384.95538,24633967.95,3601296.561,8412461.518,611134.6283,83620865.29,60864823.9,116526.5733,66649042.69,16114518.91,23473953.34,25639140.4,319076336.2,172311757.9,3296531.115,26544033.35,4744211.039,545338251.3,308877701.9,176222873.2,70489828.3,7685322.11,227678.2576,696254.1573,18093524.2,1132250798,22262672.25,34170634.19,81672441.58,47660971.79,27445253.25,1144048510,2029593576,928901.3591,63912.97357,208576.0434,5449551830
Feature 08140,342748.2367,5538264.212,8169945.46,5583227.859,426545.6697,14632820.32,19583027.42,157273.0402,15759203.1,4836591.74,5701239.302,1738816.641,18509622.24,29994752.42,1037458.525,5024296.757,4033964.613,16606103.75,3197563.22,12819606.25,32764392.07,1616550.814,393073.1587,419265.2536,3921005.835,5225748.192,438936.2709,1922088.844,12589255.51,15536989.19,1196909.592,100486302.9,80266852.44,477701.2561,56086754.91,2916579.385,43455747.63
Feature 08142,341363.0807,4957474.125,7935726.335,5372084.05,410988.5528,13923637.04,23452317.16,153349.2214,14862816.47,4728372.191,5325065.499,1653690.069,17206293.21,28329351.22,1032458.941,4721512.58,3779781.766,16446459.72,3381556.329,11864478.81,30206886.48,1457990.342,351400.2439,369911.5849,3399012.672,4947512.666,401040.1399,1549738.32,12665391.63,11986508.66,1005850.828,103211255.5,81785433.6,485474.9021,55890810.56,2859596.34,41126413.68
Feature 08143,1415666.658,79464610.32,13047350.29,23447982.44,685747.6067,43770005.17,36481771.95,296036.4314,753765.1995,691545.5771,1110560.009,7745502.872,3593349.898,171522671.7,146003.8215,2141987.56,5588118.699,589447198.9,1231516.312,22161056.52,159864.8607,4841360.524,55776.50584,73297.13831,36800764.97,193007280.9,15735409,6194887.751,272486413.3,59862759.48,20355899.27,679294856,17050446.42,933560.4005,18714244.84,8709653.421,1058782016
Feature 08144,14239.3349,121232.0951,78925.37029,1018676.778,3884.976812,7782.53776,429590.9663,0,201961.6701,67331.94196,102095.3778,154257.4261,1956639.778,5822509.392,82799.93291,154660.7438,0,3368036.719,692281.6639,329245.9683,136326.9778,10142.12887,7760.212868,865.7389709,121361.4562,5193557.231,41058.95759,25282.44666,15613278.42,9212004.307,111898.4561,31824930.66,2155062.07,9217.941567,539661.0933,408.5204232,7136534.911
Feature 08146,222341.2572,6004709.197,817511.6746,6775950.236,84228.15982,6308364.546,444312.1041,134914.5992,3000528.765,2718559.44,2673631.665,2130383.047,27381630.98,19579977.66,689369.6078,7869067.631,2383444.909,29380881.97,291668.88,3189197.421,10042181.52,938621.8061,541529.5356,126645.6284,3869611.842,10018347.4,1205141.005,4235337.279,12184093.07,28678584.26,4018136,91139200.15,38224565.95,820146.8088,32554337.18,1577302.979,14031025.63
Feature 08147,1050426.033,12932494.78,29031970.2,19003637.92,400377.0545,13559133.84,16521443.94,918990.6635,14552858.11,45016845.94,15838714.63,26408846.64,132517578.7,79961260.53,10722357.8,69640479.83,4367284.261,91378332.23,2420651.12,6775143.688,30784750.48,13306616.6,2255826.363,368912.5438,70207594.72,627399712.2,38625735.13,23323841.14,789911444.6,283470253.1,38131085.55,115828801.2,179175197.2,5381546.003,176208807.7,6690664.116,2236771464
Feature 08149,1790408.012,49388386.76,6786512.215,52222004.7,499247.6044,42387052.05,24553462.15,2042969.554,27562927.55,21250363.62,25563803.57,11888315.57,176384634.4,78611859.1,3329153.069,40067229,10305905.04,191214709.4,334229.5904,13020516.18,45024856.9,4395916.48,2376418.856,546701.4734,11640231.45,57452240.24,2969871.367,11411272.28,76746069.82,66498809.36,8727791.677,793796768.6,293702528.7,8017778.203,261396639.9,14863016.67,154437857.2
Feature 08150,568422.7048,13087393.19,3781456.475,29248375.04,362950.9182,15971538.43,8064168.713,472457.7955,6848427.304,1724906.31,5648018.236,10516902.6,107778917,197007722.9,352070.338,72297289.77,3731919.876,190241529.3,6463713.904,19865905.81,18249296.67,5324925.521,1015938.423,801968.8107,16396833.11,21520254.68,7469984.582,5436371.004,37290328.17,21576321.43,10965471.94,523364374.4,273506496.2,3894961.51,83222652,6183008.9,483772529.6
Feature 08151,1691653.351,25592398.83,13811596.56,86905434.28,1110666.647,47919085.23,17079413.47,150231.008,64064285.92,48293265.97,9248740.659,49352078.88,0,1038133295,12300436.33,506671755.2,0,1157252966,29616638.14,67411869.83,0,32849389.74,5623847.625,3028028.713,363180801.4,854027081.5,60989475.1,0,1671337727,364948882.9,51368709.47,4543713855,474451608.3,122617.778,399962386,47471421.06,4711205213
Feature 08152,879574.0137,19582277.44,23496285.59,152778998.8,1988326.781,51111460.5,8689824.323,288718.2094,17304106.44,27925869.87,6055807.836,77848856.53,427620331.4,439222032.1,3599923.016,720753530.3,11648212.01,1577622778,77192007.55,228608639.8,27402759.76,49963731.45,2102699.88,7544207.269,16028074.67,136198400.7,45691924.71,45662905.15,244209796.6,226459873.5,152719524.1,737543901.7,1722391603,1925470.953,84418817.89,19274100.14,6379697725
Feature 08154,931838.8709,66268330.35,9989852.335,34945736.93,3123136.458,98308023.09,48705489.94,168459.9448,8083900.351,62767240.31,3964666.912,197982483,84747919,3479239823,2840285.097,7649479.136,42613634.21,566002200.5,14851026.87,93566400.87,12300162.76,12609357.61,145442.8553,183084.0619,28156604.78,558172727.2,24033707.3,9227165.893,1475735962,42913914.86,38012105.01,993040567.8,59491796.15,171144.6041,6473613.825,167316.1192,4277210091
Feature 08156,709537.36,14906860.57,20122112.31,138801789.8,1810060.032,41478173.91,9566209.957,362280.2921,16011233.6,23229507.48,4489012.373,69883501.3,324697151.2,417442490.9,3638624.344,591320251.9,8523395.615,1806958181,59078163.97,173803004.7,18049568.08,33665012.51,1049489.583,4550483.427,7370447.396,135912289,22399280.27,20543340.09,253746137.2,97402901.58,67928450.24,709817693.1,1874882406,1678451.517,74093459.2,16464513.43,6292300546
Feature 08157,642516.4231,44692514.19,6345915.592,932203.6109,2137494.659,64246341.38,41967401,124952.0713,5362094.739,24413817.74,2780740.772,3733563.597,1583870.692,1950747488,2683039.575,4213678.209,23887112.55,71786969.81,2981416.642,57075696.84,7661792.464,6294892.423,18404.73826,20382.39458,13705000.7,406621430.3,158997.4455,3424010.805,1146046975,93569.97178,13401246.81,1921791.674,9290032.274,19063.16252,913355.4298,403920.5856,2940913176
Feature 08158,3235.155185,444117.3977,155659.218,736287.7719,28458.98375,791067.0884,43241.93873,0,30343.55414,662142.9332,12620.04718,1659012.772,4753904.837,22643670.41,18991.83216,4557061.655,234843.9075,11114776.79,942593.993,1878312.159,28.84777838,374110.8186,11430.129,62194.92796,278688.7887,2836347.348,351465.7383,218830.628,8981539.181,1391710.693,966788.5396,1849594.818,5819404.98,0,195477.8848,68446.33166,69447729.51
Feature 08159,475338.9284,18192238.02,9408542.083,24734805.38,684187.2703,33376813.36,13205938.39,134107.4903,3524063.623,5133596.809,1332598.085,9998929.468,22086724.86,140029800.9,567084.1814,2460645.802,5777614.212,398375367.4,702377.4501,31902254.06,6595201.116,12509895.06,148533.7202,109768.5962,64504657.26,110690819.5,17148290.52,23351373.24,213751909.3,86042249.05,15078640.75,898248682.9,39083526.72,293734.64,1801064.276,7908762.218,925439565.8
Feature 08163,398233.3798,82842391.05,30537162.58,140839175.7,330304.3176,94557473.94,2179713.901,168154.0544,9748075.986,149505114,3401369.614,24835636.28,29939497.96,93286737.31,9894167.161,78786166.52,2365735.505,421542497.2,11616004.54,64065402.86,11283283.29,17547398.87,455906.1647,458453.6928,56282841.71,253995107,23963448.72,27482840.99,325373431.9,12366379.57,2142577.041,54867844.57,101243463.9,3803648.871,17438829.46,1263032.33,175591789.5
Feature 08164,13650.3407,258876.3971,180970.7288,886543.2999,27435.62331,492309.8505,879251.0026,2912.480485,610121.0426,3495.522644,52919.95262,186993.7675,401157.4836,3507153.953,15644.95115,895891.4305,51697.75202,8355905.897,201796.076,24455.96813,13334.74417,113116.0723,65294.47263,12576.33445,134073.2556,202847.0512,711498.2992,42952.83921,580305.6968,773000.9102,75081.39229,14529957.26,633462.5362,72073.60173,2433991.714,129863.6077,32424760.07
Feature 08166,3620.11957,427155.7634,97699.33671,869448.2827,8127.039526,846871.4279,1331372.393,0,0,25257667.35,0,5444949.994,2080901.248,2586630.867,3123120.574,6432120.243,529353.2095,172320170.7,90146.78251,366451.3241,22029.04696,0,1059.5634,412318.3275,98567.44698,614712.3668,121207.8583,14929.08202,51355453.39,2490285.761,161396.0882,811049.2896,11454.44255,21537.0006,4574977.874,142676.5105,17328138.47
Feature 08167,1298539.722,19520539.58,6460961.264,67851782.26,12042175.09,52930131.23,152656506.1,4160409.176,138163245.6,759593360.7,5078697.073,225367071.5,1228001380,4399074472,53805915.78,54351666.04,24304697.39,2904285001,10215988.33,432375879.9,112403819.9,129974749.7,10798740.62,779807.8962,33957503.42,1736804560,15665512.76,119194051,100600668.7,29940129.09,25189200.28,9331857038,92496919.79,14093372.45,277256892.3,10167069.81,1795025595
Feature 08172,7861982.203,166275310.8,47745463.35,436311085.7,5922809.339,396899475.1,47907078.12,973184.2938,37331847.1,13056322640,45196795.58,2746765387,352432772.5,1152994060,559571014.8,767107593.1,280712118.2,34710478341,177071493,143996196.3,39936144.61,26709274.76,204306.1991,1778018.62,75579117.99,182509424.2,50646013.61,18272186.89,763341253.3,192203785.5,61031097.72,1169694110,513654946.2,6020874.154,58080987.89,82348299.76,12303981087
Feature 08173,3486208.862,5389571.578,397125.7059,9196105.646,362026.1406,22961094.5,5892379.511,714285.0021,3561329.277,48906541,1258490.108,14390673.77,28644015.28,55999883.31,2080534.899,19437313.98,3095592.502,91001249.13,12658469.19,8840356.807,15687441.41,3581100.884,1999436.059,316883.4426,3566103.386,91992622.61,3926034.649,4787001.094,181074069.5,49348621.92,55306964.9,1999706285,265629383.3,301905.2362,207684253,4733242.414,305538165.6
Feature 08174,1664298.482,17843030,8385472.213,27182541.64,952256.2919,38147747.88,9274964.04,312583.9315,13704702.46,15156584.75,4330956.977,12559775.77,56390526.27,90666760.28,4657239.325,24274067.3,7171252.209,177696843.2,4602663.907,18148186.79,16952262.94,2301220.469,790622.7129,553591.74,4525122.113,14121007.36,2883861.1,4908653.869,64865982.67,25589863.21,5709229.29,41831449.8,58246752.83,185896.9187,53647744.72,5527354.183,425950814.4
Feature 08176,876105.2642,21128527.78,12086791.11,34542589.14,626724.2841,29183851.58,12486415.78,2147298.924,2946013.01,2622977.331,11757977.28,1460270.822,79122449.19,128411490.7,767240.9102,9747561.246,7079392.766,39809102.3,2138629.974,8721004.739,13407862.11,7009890.51,6694085.752,113457.5673,23707093.25,86910667.03,8589894.531,3195851.224,13544445.41,23929835.18,12387345.11,26778540.57,28176621.75,2086642.307,901638495.4,5085332.562,772883047.1
Feature 08178,89834.84349,6277012.816,216225.8219,12237134.22,843279.6995,7349957.387,205454.2718,17253.18121,1362359.892,356073.692,644676.7269,74113061.33,268413930,266405701,450042.9646,11213904.86,256078.4163,120764083.4,4944472.629,14292118.65,1722234.871,923893.599,2759.483107,553.1400104,4444355.261,39174539.92,5523362.414,2646445.458,42141638.58,69299476.65,4273355.462,9986285.532,73240332.13,5401.295484,2829443.735,83733.25295,106741699.9
Feature 08179,1675182.868,19485932.15,9126726.014,29765767.13,1042947.093,41945821.13,9636835.843,330133.094,14783182.21,15746322.05,4747602.387,13721588.31,62261925.59,101356212.4,4693757.265,27292688.64,8085695.205,184921514.6,5146915.747,20770612.84,19365748.41,2714953.542,905723.2099,670258.2872,5558440.598,14875247.72,3610826.777,6171014.54,68098465.99,32291859.31,7220648.785,41372909.46,60775027.87,194404.6388,54787830.85,5877445.391,466367259.2
Feature 08180,26416.41836,45104281.76,65055.77618,71519.10295,16330.93525,0,20144.58796,0,132919.7973,10988956.81,4267.171586,439140.7207,460484.5471,18267132.46,1496138.997,901426.4293,624518.8373,12180446.08,50475195.75,0,1566745.467,0,120892.7626,4619.069527,0,5156937.382,604522.038,0,4067200.017,4455061.842,9609.54261,22409472.44,11863429.42,12809.28809,236962.1215,36886.37835,104732608.1
Feature 08181,41183.50097,3847068.87,1410170.723,204720.7072,98482.6973,4914970.692,486277.1014,59766.32757,1184234.284,19669715.71,272472.7698,8587296.102,33150537.59,34690112.19,1800790.543,14949753.18,1574810.926,144423308.4,14055888.82,12022212.42,10883480.59,989905.11,310858.3018,454034.5793,980554.2479,39930898.51,4499450.01,2490794.935,51218386.98,15793096.2,3236167.768,73969200.44,151173219.8,191621.0481,19772508.34,198008.5852,145116540.4
Feature 08182,12578.95217,6031.887248,0,392168.4432,36982.25232,1481851.28,2625933.48,21845.44906,1431807.721,78222.69151,501638.1149,372709.7503,4130384.266,1231640.096,4816867.436,14656096.2,159429.65,263252114.4,210284.8351,510249.668,3153517.034,301705.1899,994.2628353,11781.07611,686640.0047,346911.2862,143424.2209,686200.4396,104254.3914,1309428.004,40185.65377,1627167.627,1054374.071,10453.56749,5900578.197,228010.5599,1966974.626
Feature 08183,603624.8776,9914166.484,8581801.196,4898423.641,118719.5752,20153447.86,6575506.652,322111.6177,3171496.98,46282868.65,6506459.677,8230248.979,23444702.03,17901810.93,1911482.157,15649120.99,3829748.062,57227424.41,7540604.782,14568148.85,6110271.861,3363436.426,4018.990489,329061.0174,12431195.8,10561774.73,1584580.155,10339514.44,2019957.528,22970828.45,14839724.82,88088091.99,268270.8556,480580.6666,30775405.05,900796.5201,37938168.95
Feature 08185,77850.39891,2120301.069,387076.2299,654954.7901,196797.4686,2552801.337,1942973.636,713.0345561,776334.7809,399718.0214,75050.62949,1508076.082,3366763.108,4830616.195,357408.984,166356.0648,209899.6543,4905698.019,1779938.688,1330919.154,709031.1661,390078.7524,21208.76344,41674.48434,1136042.812,5308082.323,156650.6213,478769.7577,5775460.957,2342455.564,906581.2129,15774419.22,49889103.43,1011.62126,1240795.86,1100632.854,10829231.4
Feature 08187,4172.534459,4036451.617,2317880.167,2513815.159,2299.522796,3053657.837,3448978.888,33920.48403,0,696437106.4,989864.1141,129829826.2,6739012.595,46606279.67,28038251.43,7476380.867,27331833,28430982.92,18940068.55,7843111.324,617851.2118,10567884.26,502868.161,53809.10034,36150793.99,80805420.3,239253.3348,263202.4268,49959072.02,17758512.43,3589372.706,6108473.74,35982129.54,346930.7777,18307600,3734853.389,191850241.2
Feature 08188,665.8660098,3721726.005,1357802.754,954740.0386,95284.1713,4815017.354,13568468.09,90085.24913,6444437.179,21949118.71,242903.5433,9432503.055,26712008.15,30305504.17,1535639.345,19436562.8,1853314.09,139894199.6,15771538.48,12612609.45,12295903.54,1152794.36,252115.8287,645074.1352,1558045.863,32431813.15,6919333.32,4129178.013,50863270.93,21038393.25,5558765.998,64837452.61,134415547.5,221922.8337,14589658.48,188076.1921,146277022.4
Feature 08189,126318.6744,87160.62974,253304.394,491093.0268,2234.717996,433402.3655,3751563.049,176438.1292,134101.4264,28319981.1,211227.6649,6392272.155,2103330.911,0,2236420.914,11160639.77,173980.7232,74741476.8,3601890.886,42873.43926,7262.631317,231278.5273,883655.6485,124920.666,768116.5741,577385.0785,346176.8793,103662.9817,24255951.01,95951.50739,17744.898,2961431.85,858384.7865,165427.774,157911.5244,5873.021631,0
Feature 08190,113189.8726,94729075.41,1570328.908,60614703.66,979131.1318,5892891.932,62581.31135,35856.69118,658415.8744,33376229.64,432918.2246,9142446.307,13176358.99,880439767.9,2217797.303,3410219.808,1121121.538,96651339.3,457009.6491,2091535.193,5741764.717,822526.7305,51097.51459,45669.39547,12201314.75,2788814.587,4099817.236,633567.5279,6214505.835,3643415.67,62690979.13,24717524.77,39747889.53,87514.40452,843949.9765,1395075.83,46228572.68
Feature 08191,150741.7472,773055.97,21232.62448,871378.604,828395.7955,221559.6421,144707.1824,11334.90809,785982.7525,16418.80512,584036.2799,72536664.27,262984655.1,250684300.1,463807.6986,10767061.84,11889.30785,4738937.33,137392.033,17054938.57,48494.81159,366123.1111,4957.97076,3084.453585,1251407.915,2121399.621,5139799.02,2299390.483,1247386.908,62105305.53,4321414.226,13793756.59,2151890.139,60875.74907,129776.7608,14130.79027,101312053.5
Feature 08192,481948.2138,714960.2995,1054713.779,6972265.979,141510.439,5608665.38,25390385.55,194565.5603,13946821.63,215471135.3,657076.1722,40285687.25,6922269.634,777087797.9,8960695.426,486547.1199,3492508.518,500558702.6,399950.3786,907483.082,749172.3032,137404.5027,368452.197,425965.8359,2469727.363,770391085.3,601452.0302,36092578.34,238097.6261,7000499.285,117210698.7,36172477.74,14004563.6,149641.1222,1110953.425,1189436.14,348103584.9
Feature 08194,275094.239,4042684.433,1191103.292,1098074.499,325504.0168,4613928.028,826365.4205,25246.13705,123530.5335,25659.96315,13927.83604,709041.5548,6037380.173,4520441.352,5272005.574,2826468.491,590904.2033,114657943.2,2881646.112,8282772.155,1309918.074,2075882.669,79689.42253,55057.25388,8994605.493,19143903.08,243835.5533,2701997.683,22814406.25,2126090.548,2935487.715,30800246.64,84091022.15,90034.66221,304113.6265,801597.7485,106497191.8
Feature 08195,16147.98211,1290639.895,542135.2431,4849620.715,11833.18221,6127689.187,10068123.85,135334.3378,1281950.956,25044.69995,1125412.876,1265236.476,5913618.819,1025048.433,190069.4403,2752382.168,1964382.949,26845669.13,1620854.218,2240365.036,11800649.07,891203.3993,24585.97396,57613.56476,2287577.827,10728434.13,499881.036,1753295.77,10998846.06,6034716.125,477910.6396,184188411.5,6615073.196,23379756.29,10005264.63,176039.8587,5656595.061
Feature 08197,1965989.344,55761769.83,6628733.25,67823233.36,388842.0525,48342787.15,24070071.88,1101558.652,12696517.35,24018621.73,21751986.19,15064657.83,280635874.7,87411921.13,3004778.052,55364534.89,13622625.13,369876368.9,4519976.267,23368407.25,67214344.36,7604488.877,3214366.702,1016265.312,19888048.21,87929523.94,6230882.148,22064929.33,82645289.82,66373019.82,12223770.73,964571008.9,515721431.8,7590821.864,389472686.3,15447011.53,1588332092
Feature 08198,96490.31394,115866.4752,590099.9841,3990015.803,1022119.091,3350207.548,1176004.321,429.0400808,0,4116875.812,135990.6528,3060750.279,37758356.22,32257297.04,144961.3523,34543972.7,1453790.502,19755758.07,22253993.31,8200509.308,1673018.607,1109323.127,130302.1165,214705.71,2852071.813,58058056.86,487303.2075,1069696.196,25201463.61,8082585.185,1397553.364,483681554,228607418.4,198343.5647,2184614.755,128062.2206,289568615.1
Feature 08199,985664.9696,12369030.83,6624396.768,21921149.94,661413.3429,30081328.85,6354960.133,256484.9211,7940200.285,13576146.76,3599120.788,14151713.76,64647725.26,66569591.93,597798.5621,17766859.91,6691387.06,196883420.2,9060210.704,12808952.99,25036413.74,3702508.211,728122.5389,1004070.434,9012607.518,14241473.43,7181594.831,10092793.36,70714470.08,45247854.18,9974380.824,31119034.38,51521197.33,40144.64583,16922855.03,3967032.164,440999379.5
Feature 08201,84429.26516,6236329.951,2573474.053,1298856.159,54057.44556,7060155.818,114292.7691,443530.4729,6205647.053,6481939.069,99864.14323,1923509.203,17346852.91,195721000,485551.0682,2943432.518,475337.8095,27471538.92,21255726.04,2321322.91,806578.0146,507596.8006,111951.9345,147301.7016,1601858.722,8886075.572,350568.5258,1089099.885,40250226.05,12973070.37,534874.736,64611537.16,74487752.76,4530537.39,5750105.019,243783.0841,334294546.8
Feature 08202,116435.7257,3958936.945,296760.2092,2192008.358,245755.485,5169384.41,9651545.617,224778.0543,6572918.885,5220941.596,433945.5195,4953105.484,20180108.71,28509719.03,2239780.746,36700740.51,1147471.428,340046777.3,166810042.5,37953432.73,9224283.766,3040459.687,230231.8931,646373.8933,6978413.697,14589701.04,5406179.678,5747498.15,60242582.8,13701692.63,10321117.69,158970577.1,246155830.3,937959.4108,3820879.19,991838.1577,702267446.8
Feature 08206,1264223.979,8079120.868,20699392.19,62060678.26,1005981.03,88320187.63,41343670.98,25775.12654,12065196.48,28145561.07,6465984.097,23389981.3,9537763.667,33936939.88,281739.1052,927974.7967,18247655.08,2286700340,330537.9648,108975172.2,14671184.43,28750467.85,62778.90608,202181.6249,140565451.9,408218221.8,48988218.41,33723397.5,439187444,193548457.2,35719596.91,2107932029,115886742.6,453392.9594,2366332.256,9329084.867,1034938883
